Track,Artist,Track Popularity,Followers,Genres,Artist Popularity,Release Date,Date,Total Playlists,100,Afro Bashment,Alternative Hip Hop,Bedroom Jams,Channel X,Clout Culture,Get Turnt,Grime Shutdown,Hip-Hop Central,Hot Hip Hop,Hot Hits Australia,Hot Hits New Zealand,Hot Hits UK,Hot Rhythmic,"Love, Sex, & Water",Mellow Bars,Mind Right,Most Necessary,New Music Now,Power Workout,R&B Right Now,Rap UK,Rap Workout,RapCaviar,Signed XOXO,Singled Out,Swag!,The Newness,The Realest Down South,Top Hits Deutschland,Top Hits NL,Urban Flavour,Who We Be,Workout Twerkout
Free Melly (feat. Polo G),Lil Gotit,0,145031,"['atl trap', 'rap', 'southern hip hop', 'trap', 'vapor trap']",63,2020-02-21,2020-02-21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wrist,NGHTMRE,0,347626,"['bass trap', 'brostep', 'edm', 'electro house', 'electronic trap', 'vapor twitch']",72,2020-02-21,2020-02-21,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Different Fella,Naod,0,8873,"['swedish hip hop', 'swedish urban']",54,2020-02-21,2020-02-21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Inte för oss,Lorentz,0,13247,"['swedish hip hop', 'swedish pop', 'swedish urban']",48,2020-02-21,2020-02-21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wide Awake,Lil Xan,0,1980492,"['emo rap', 'underground hip hop', 'vapor trap']",73,2020-02-21,2020-02-21,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bark,Lil Haiti,0,4338,['viral trap'],47,2020-02-21,2020-02-21,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No Worries (feat. Young Nudy),Lil Gotit,0,145031,"['atl trap', 'rap', 'southern hip hop', 'trap', 'vapor trap']",63,2020-02-21,2020-02-21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Deeper Dark,Pip Millett,0,29168,"['alternative r&b', 'indie r&b', 'indie soul', 'uk contemporary r&b']",56,2020-02-20,2020-02-21,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pressure,Kamaiyah,0,94021,['cali rap'],69,2020-02-21,2020-02-21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trauma,L1NA,0,1012,"['swedish hip hop', 'swedish urban']",44,2020-02-21,2020-02-21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HARRY POTTER,1.Cuz,0,37361,"['swedish gangsta rap', 'swedish urban']",68,2020-02-21,2020-02-21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLOOMING,Kodie Shane,0,72426,"['atl hip hop', 'trap queen', 'vapor trap']",61,2020-02-21,2020-02-21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Took Her To The O,King Von,0,102810,"['chicago rap', 'trap']",67,2020-02-21,2020-02-21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pay Day,Rei,0,1872,['waiata maori'],43,2020-02-21,2020-02-21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Beamer (Bad Boys),Rema,0,32374,"['afropop', 'nigerian pop']",63,2020-02-20,2020-02-21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Love Is A Gamble (feat. Kida Kudz),Sneakbo,0,83441,"['grime', 'london rap', 'uk hip hop']",61,2020-02-20,2020-02-21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Back It Up,Mwuana,0,17809,"['swedish dancehall', 'swedish gangsta rap', 'swedish hip hop', 'swedish pop', 'swedish urban']",61,2020-02-20,2020-02-21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Juice,Gee Dixon,0,13067,"['swedish gangsta rap', 'swedish hip hop', 'swedish urban']",55,2020-02-21,2020-02-21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kamikaze,Azizi Gibson,32,96122,"['deep underground hip hop', 'underground hip hop']",62,2020-02-18,2020-02-21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No Guidance,Cadenza,0,4074,[],46,2020-02-21,2020-02-21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Wild Wild,Calboy,3,366772,"['chicago rap', 'melodic rap', 'rap', 'southern hip hop', 'trap']",74,2020-02-21,2020-02-21,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Like That,YSN Flow,0,54936,"['melodic rap', 'vapor trap']",63,2020-02-21,2020-02-21,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Who is U,GNAR,0,185155,"['atl hip hop', 'dark trap', 'melodic rap', 'trap', 'underground hip hop', 'vapor trap']",63,2020-02-21,2020-02-21,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ON (Feat. Sia),BTS,0,16480290,"['k-pop', 'k-pop boy group']",94,2020-02-21,2020-02-21,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Can't Go (feat. Ty Dolla $ign),UnoTheActivist,0,137572,"['melodic rap', 'underground hip hop', 'vapor trap']",60,2020-02-21,2020-02-21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Knocked Off,YoungBoy Never Broke Again,0,4108049,"['baton rouge rap', 'trap']",90,2020-02-21,2020-02-21,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ayy Macarena - Remix,Tyga,0,5425041,"['pop rap', 'rap', 'trap']",91,2020-02-21,2020-02-21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
One Time (feat. Davey),Day1,19,2094,['aussie drill'],57,2020-02-19,2020-02-21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Way,Trippie Redd,18,4198315,"['melodic rap', 'rap', 'trap']",92,2020-02-21,2020-02-21,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bachelor,Yung Mal,0,33894,"['atl trap', 'trap', 'vapor trap']",52,2020-02-20,2020-02-21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SUPERSTAR,Z.E,23,94793,"['swedish gangsta rap', 'swedish hip hop', 'swedish urban']",70,2020-02-20,2020-02-21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fyra Fem Pers,Stress,10,26375,"['swedish gangsta rap', 'swedish hip hop', 'swedish urban']",58,2020-02-21,2020-02-21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Samma Samma,Finess,0,2328,"['swedish gangsta rap', 'swedish hip hop', 'swedish urban']",47,2020-02-21,2020-02-21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLYT,Z.E,28,94793,"['swedish gangsta rap', 'swedish hip hop', 'swedish urban']",70,2020-02-20,2020-02-21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ramona Flowers,haroinfather,0,129473,['emo rap'],73,2020-02-20,2020-02-21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bad Bad,YoungBoy Never Broke Again,0,4108049,"['baton rouge rap', 'trap']",90,2020-02-21,2020-02-21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Like I Knew You Would,Payton Smith,0,1379,[],58,2020-02-21,2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stardew,Purity Ring,45,486833,"['canadian electropop', 'chillwave', 'edmonton indie', 'electropop', 'escape room', 'grave wave', 'indie pop', 'indietronica', 'metropopolis', 'shimmer pop']",60,2020-02-18,2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southwark,Yumi Zouma,15,69003,"['chillwave', 'christchurch indie', 'electropop', 'indie poptimism', 'indie soul', 'indietronica', 'nz pop', 'shimmer pop', 'vapor soul']",58,2020-02-18,2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gospel For A New Century,Yves Tumor,42,56662,"['art pop', 'chamber psych', 'chillwave', 'escape room', 'experimental pop', 'fluxwork', 'hyperpop', 'indie r&b', 'indietronica', 'new isolationism', 'outsider house']",53,2020-02-18,2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nevemagnet,OnklP,0,16186,"['norwegian hip hop', 'norwegian pop rap']",56,2020-02-20,2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Briefumschlag,Plusmacher,0,62440,"['deep german hip hop', 'german cloud rap', 'german hip hop', 'indie deutschrap']",55,2020-02-21,2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switched Up,Oliver Malcolm,0,326,[],0,2020-02-20,2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Po Po,ZK,0,18603,"['danish hip hop', 'danish pop']",55,2020-02-21,2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
February,No Love For The Middle Child,0,1114,[],48,2020-02-21,2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hiver,joysad,0,3734,['rap francais'],42,2020-02-21,2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lonely,View,0,4735,[],37,2020-02-21,2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Laat Niet Los,YVES,0,662,[],28,2020-02-21,2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Doe Je Juist,Ronnie Flex,25,547514,"['dutch hip hop', 'dutch pop']",72,2020-02-18,2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asiksin,Mudi,0,178251,['german hip hop'],61,2020-02-21,2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Des malades,Sofiane,0,1028599,"['francoton', 'french hip hop', 'french pop', 'pop urbaine', 'rap conscient', 'rap francais']",72,2020-02-20,2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Je Lijkt Op Mij (feat. Azira),Shikss,0,11231,"['dutch hip hop', 'dutch pop', 'dutch urban']",50,2020-02-21,2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maryline,Soolking,0,992322,"['french hip hop', 'pop urbaine', 'rap algerien', 'rap tunisien']",76,2020-02-20,2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feel Me,Selena Gomez,0,19470378,"['dance pop', 'pop', 'post-teen pop']",93,2020-02-21,2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Schüsse im Regen,Samra,0,575138,['german hip hop'],85,2020-02-20,2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medellin,Sadiq,0,20007,"['german hip hop', 'german underground rap']",48,2020-02-21,2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malade,Sugar MMFK,0,52894,"['german cloud rap', 'german hip hop', 'german underground rap', 'schweizer rap']",59,2020-02-20,2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RUNAWAY,REI AMI,31,17977,[],51,2020-02-19,2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
We Will Always Love You (feat. Blood Orange),The Avalanches,0,264527,"['alternative dance', 'australian alternative rock', 'australian dance', 'collage pop', 'electronica', 'new rave']",60,2020-02-20,2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caroline,The Voodoo Children,0,464,[],0,2020-02-21,2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No Truck Song,Tim Hicks,0,26423,"['canadian contemporary country', 'canadian country']",50,2020-02-21,2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Week-end (feat. Leto),Timal,0,501209,"['french hip hop', 'pop urbaine', 'rap francais']",68,2020-02-21,2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paris c'est Gotham,USKY,0,17206,"['french hip hop', 'pop urbaine', 'rap calme']",45,2020-02-21,2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rich Rich,Ufo361,0,1276642,"['german cloud rap', 'german hip hop']",82,2020-02-21,2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dead Talk,Raka,0,661,"['australian hip hop', 'nz hip hop']",28,2020-02-21,2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Laat,$hirak,0,48167,['dutch hip hop'],57,2020-02-20,2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
